ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
1720,1120,1720,1880,1960
1080,1000,1320,1280,1660
1280,1300,1320,1400,1460
1500,560,1640,1640,1480
1680,1680,1400,1540,1560
1200,1360,1980,2080,1840
1480,1420,1560,1760,1720
1220,840,1400,1560,1800
1400,1020,1280,1280,1440
1480,980,1720,1800,1640
1920,1800,1640,1400,1300
920,240,1060,1920,1840
1620,1640,1400,1500,1680
960,920,1200,1420,1400
1800,1420,1640,1560,1460
1600,720,1500,1760,1720
1880,1760,1920,1840,1840
1300,920,1880,2020,1720
1560,1780,1740,1880,1880
1780,1960,1900,1840,1840
520,840,920,1560,1820
1660,1580,1520,1860,1720
1040,640,1200,1400,1560
1640,1440,1640,1400,1480
1700,1280,1380,1780,1640
1940,1840,1960,1720,1240
1080,480,1720,1760,1880
1760,1400,1560,1400,1560
840,120,1480,1400,1480
1680,1280,1640,1580,1400
1360,960,1400,1220,1260
1720,1520,1560,2360,2020
1860,840,1120,1600,1600
1280,1280,1420,1400,1400
1160,720,1640,1460,1400
1960,1600,1520,1340,1560
1000,1140,1460,1800,1740
1480,1500,1460,1720,1780
2140,1080,2140,1620,1560
1460,1120,1400,1320,1460
1700,1320,1460,1460,1340
1600,1500,1460,1040,1760
2000,1040,2020,1900,1760
1560,1860,1720,1700,1680
1760,420,2200,2080,1880
1360,1260,1300,1520,1520
1300,400,1640,1640,1620
2020,1560,1620,1120,1700
1880,1900,1960,1840,1840
1400,1700,1560,1720,1720
1520,1300,1520,1800,1780
1640,1380,1380,1280,1300
1160,1080,2040,1640,1640
1360,440,1460,1680,1480
1160,1480,1180,1540,1520
1260,1240,1580,2120,1780
1680,2040,1700,1720,1720
1420,1160,1520,1760,1680
1640,1540,1400,1280,1280
1140,760,1660,1840,1700
1920,1840,1840,1640,1360
1120,400,1480,1920,1880
1860,1540,1640,1660,1560
1220,140,1500,1520,1520
1640,1640,1400,1320,1280
1260,1000,1600,1640,1740
1880,1960,1840,1840,1680
1860,1000,1960,1720,1640
1520,1280,1520,1860,2020
1440,960,1720,1220,1440
1380,1080,1560,1480,1640
1240,1240,1560,1360,1260
1780,1600,1880,1880,1920
2360,1300,2120,1660,1720
1320,1520,1520,1720,1640
1680,560,1480,1280,1400
1140,1360,1700,1380,1560
1580,160,1840,1700,1520
1560,1860,1600,1680,1880
1860,720,1840,1900,1680
1480,1260,1300,1460,1520
2140,800,1640,1580,1400
1840,1660,1520,1340,1240
1820,960,1960,1840,1840
1640,1780,1440,1580,1840
1640,1200,1300,1520,1580
1200,820,1200,1520,1780
1620,1760,1640,1480,1480
1560,1520,1140,1400,1560
1880,1520,1800,1900,1840
1280,1460,1600,1720,1660
1520,1280,1560,1660,1780
1420,1160,1280,1280,1420
1220,740,1560,1520,1640
1480,1220,1620,1640,1240
1560,2160,1460,1640,1880
1160,180,1500,1840,1340
1560,1680,1600,1700,1640
1520,820,1620,1580,1660
1400,1160,1280,1280,1280
800,640,1240,1720,1520
1880,1660,1720,1840,1520
1120,1760,1720,1740,1720
1540,1760,1620,1740,1780
1520,800,1540,1520,1520
1560,1220,1640,1640,1520
1280,480,1360,1320,1460
1740,1740,2360,1920,3040
1840,1560,1520,1280,1320
1480,1520,2080,1940,1840
1520,1400,1500,1620,1720
1200,1060,1520,1660,1720
1640,2180,1400,1300,1280
1400,940,1480,1300,1640
1900,1840,1840,1460,940
1440,1120,880,1820,1880
1820,1680,1600,1560,1640
1480,960,1440,1520,1840
1640,1640,1340,1280,1280
1160,980,1560,1960,1800
2040,1820,1840,1340,1020
1380,100,1460,1660,1840
1520,1920,1600,1680,1960
1780,720,1600,1520,1700
1280,1280,1320,1380,1520
1720,1340,1640,1520,1400
1840,1680,1520,1260,1300
1760,80,1980,2080,1840
1980,2040,1760,1500,1720
1500,640,1520,1720,1800
840,1500,1400,1400,1280
1460,1200,1440,1520,1560
600,500,1320,1640,1560
1580,1540,1060,1460,1560
1620,1300,1660,1660,1840
1760,2320,1700,1720,1720
1200,780,1520,1880,2000
1400,1440,1280,1280,1300
1420,620,1460,1780,1640
1840,1580,1720,1480,1100
780,560,1300,2180,1880
1760,1800,1540,1580,1680
1020,900,1280,1520,1200
1560,1080,1640,1640,1580
1800,1160,1400,1020,1240
1720,1640,1880,1920,1880
980,800,1800,1920,1720
1280,1400,1520,1520,1580
600,440,1620,1640,1420
1620,1560,1100,1340,1440
1440,1020,1540,1840,1780
1740,1800,1680,1640,1720
1280,860,1680,1580,1820
1480,1260,1620,1400,1480
1460,1400,1280,1460,1260
1880,1740,2020,1840,1840
1080,920,1000,1720,1720
1520,1600,1580,1880,1640
960,200,1200,1440,1500
1300,1360,1400,1640,1640
1800,1120,1600,1820,1200
1600,1640,1800,1920,1920
1740,1420,1800,1860,1720
1280,1300,1440,1520,1620
1640,1240,1640,1540,1280
1220,1440,1160,1680,1540
1260,360,1600,1840,1840
1580,1880,1560,1720,1720
1060,860,1360,2180,1860
1400,1440,1280,1280,1280
1340,1020,1560,1840,1640
1940,1840,1840,1680,1320
1680,280,1720,1860,1880
1580,1760,1800,1780,1700
1480,0,1360,1520,1520
1540,1080,1640,1640,1400
1180,1060,1040,1020,1240
1640,1640,1880,2000,1920
1780,1540,1940,1640,1720
1280,1400,1460,1520,1540
1800,720,1640,1440,1280
1320,1580,1480,1680,1580
1600,760,1660,1740,1480
1560,2180,1720,1800,1700
1400,0,1980,1780,1760
1480,1280,1280,1280,1520
1680,1500,1640,1640,1500
1840,1840,1760,1200,1080
1960,340,1820,1920,1920
1920,1920,1500,1580,1620
1480,900,1520,1200,1740
1480,1400,1580,1400,1420
1280,440,1620,1900,1640
2080,1840,1840,1720,1520
2360,1800,1640,1740,1880
1520,1600,1640,1580,1740
1520,1200,1480,1520,1600
1560,1060,1640,1260,1480
1680,920,1220,1660,1520
1880,1860,1780,1840,1840
1800,1560,1720,1720,1720
1520,1280,1520,2500,2160
1400,1580,1280,1280,1400
880,1460,860,1760,1520
2000,1060,1840,1540,1100
1540,1660,1560,1880,1880
1620,1660,1320,1620,1760
1400,1200,1200,1360,1520
1320,600,1780,1640,1520
1760,1440,1160,1520,1460
1880,1740,1920,1920,1840
920,1060,1520,1720,1640
1280,1620,1440,1640,2000
1400,1400,1340,1420,1280
1060,1440,1600,1540,1640
1520,1400,1840,1500,1360
1680,1840,1800,1880,1980
1120,1440,1000,1520,1580
1280,1760,1340,1520,1540
980,440,1640,1640,1660
1720,1040,940,1140,1260
1160,1060,1540,1480,1840
1460,1360,1220,1600,1720
1160,880,1520,1500,1600
1640,1640,1300,1280,1280
1200,1100,1580,1700,1640
1920,1840,1840,1520,1040
1060,720,1080,1680,1880
2020,1380,1620,1440,1560
1000,740,1520,1520,1580
1660,1400,1640,1560,1460
1380,1080,1340,1600,1540
1880,1880,1840,1840,1780
1300,960,1720,1640,1700
1520,1660,1500,1700,1640
1420,120,1280,1500,1520
1560,1220,1600,1640,1620
1600,1440,1400,1160,1140
1720,1640,1820,1880,2020
1880,1480,1760,1900,1720
1280,1260,1520,1620,1680
1640,0,1600,1460,1280
1520,1560,1060,1500,1560
1160,20,1940,1840,1560
1800,2080,1660,1720,1840
760,600,1940,2060,1760
1400,1340,1280,1280,1440
1280,940,1640,1640,1520
1840,1820,1760,1400,1420
1660,1100,1960,1920,1840
1820,1720,1680,1480,1720
1720,1300,1360,1840,1640
1400,1400,1280,1280,1440
1460,880,1460,1700,1640
540,520,1080,1400,1320
1100,1220,1320,1480,1640
1340,880,1660,1760,1440
1560,1640,1720,1640,1780
1280,960,1740,1740,1800
1300,740,1280,1280,1520
1300,660,1540,1640,1560
1840,1560,1440,1600,1380
760,760,940,1800,1740
1680,2120,1600,1720,1720
1200,960,1440,1720,1800
1640,1640,1400,1400,1280
960,620,1620,1600,1600
1880,1700,1840,1840,1640
1000,320,1720,1760,1880
1520,1760,1780,1720,1800
1080,0,1360,1520,1520
1400,1080,1500,1640,1520
1660,1280,1760,1120,1140
1720,1640,1880,2140,2080
1700,440,1940,1720,1660
1440,1300,1520,1700,1780
1760,1140,1640,1280,1280
1180,1400,1160,1460,1540
1000,180,1400,1840,1420
1660,1940,1720,1720,1640
1200,640,1700,1920,1880
1480,1280,1280,1280,1440
1660,1400,1780,1640,1500
1840,1480,1640,980,1140
1780,1040,2060,1960,1840
1700,1860,1700,1720,1720
1600,940,1520,1800,1740
1640,1600,1480,1280,1280
1280,500,1720,1400,1600
1860,1840,1840,1740,1440
1800,2060,1720,1740,1880
1700,1700,1740,1180,1540
1480,1540,1480,1520,1520
1560,1140,1640,1520,1480
1240,980,1200,1580,1560
1880,1880,1920,1840,1820
2060,1600,1720,1720,1640
1360,1520,1520,2200,2040
1500,1580,1280,1280,1280
1400,1120,1620,1400,1340
1240,1180,1300,1320,1500
1640,1360,1840,1840,1820
1560,1660,1720,1700,1780
1280,1200,1680,1920,1940
1400,1780,1280,1320,1500
600,600,1000,1400,1640
1840,1840,1820,880,880
700,1180,2020,1840,2080
1880,1720,1560,1720,1720
1120,720,1280,1740,1700
1640,1640,1400,1340,1280
1120,1180,1880,1600,1740
2080,1840,1840,1700,1260
1100,1020,1400,1960,2040
1660,1740,1660,1800,1720
1260,1020,1280,1760,1900
1640,1400,1400,1400,1280
1480,1420,1680,1840,1640
1880,1920,1840,1840,1640
1240,260,1920,1900,1900
1680,1680,860,800,1120
1480,540,1720,1520,1580
1840,1840,1640,1400,1460
1520,800,1800,2040,1920
1880,1880,2080,1920,1840
1220,1480,1620,1000,1720
1520,1520,1520,1660,1380
1760,1060,1280,1320,1460
2360,1880,1840,1700,1600
2020,760,1700,2160,1980
1900,1560,2060,1920,1840
1720,1140,1600,1500,1640
560,560,1400,1880,1900
1620,1760,920,800,1220
1260,640,1440,1200,1520
1780,1820,1640,1560,1480
1400,1160,1700,1940,1960
1680,1700,1980,1960,1840
760,800,1560,1560,1720
1440,1520,1520,1440,1040
700,380,1420,1280,1400
1980,1380,1740,1980,1640
1440,520,1160,1800,1680
1440,1520,1700,1880,1900
1580,880,860,920,1580
1280,960,1400,1480,1520
1540,920,1440,1620,1560
1440,1360,1600,1440,1660
1260,240,1800,1780,1840
1220,1240,1220,1040,1720
880,880,1200,1620,1580
1700,1820,1400,1480,1280
1320,1080,2000,2360,2400
1880,1940,1900,1840,1820
1200,660,1560,1780,1720
1520,1520,1580,1500,1160
1100,200,1280,1060,1520
2280,1460,1700,1800,1620
880,340,1460,1640,1960
1600,1640,1880,2060,1880
920,200,1240,960,1720
1280,1460,1520,1660,1520
1540,300,1520,1460,1280
1900,1240,1980,1460,1640
1900,360,1840,1420,2880
1660,1620,1960,2340,1780
1920,1920,1840,1600,1600
560,920,1960,1640,1880
1720,1720,1920,1920,1840
1660,1000,1300,980,1720
1400,1480,1520,1580,1580
1660,560,1600,1200,1160
1600,1600,1860,1860,1620
1600,1320,1840,1340,1580
1240,1200,1720,1600,1840
1200,1040,1560,1760,800
960,900,640,980,1480
1280,1260,1520,1640,1540
1540,1320,1540,1480,1400
1640,1600,1960,1680,1720
1880,1580,1520,1440,1480
1280,1180,1720,1840,1880
1400,1500,720,960,1280
1440,1520,1520,1740,1340
1080,1080,1160,1440,1300
1600,1600,2000,2280,1680
1480,1320,1760,1680,1820
880,1160,1460,1720,1720
1280,1200,1680,1440,1260
1400,1740,1280,1300,1300
1600,1220,2220,2100,1640
1840,1840,1840,1600,1600
560,560,1720,1740,1880
1760,1660,920,860,1300
1200,960,1520,1520,1740
1760,1580,1580,1460,1380
1560,1120,1900,2160,2120
1880,2020,1840,1840,1780
1360,240,1800,1700,1980
1560,1600,980,800,1180
1160,140,1400,1520,1520
1800,1640,1640,1620,1420
1460,360,980,1980,2160
1820,2080,2080,2020,1840
1280,680,1560,1400,1840
1520,1480,1360,1080,1060
1380,200,1400,1420,1520
1760,1240,1640,1640,1640
1740,180,1640,1860,1800
1880,1880,1920,1840,1840
1320,1120,1820,1640,1800
1520,1340,1500,1140,800
1560,1140,1280,1280,1500
1900,1080,1780,1400,1640
2000,960,1840,2200,1860
1700,1640,1920,1720,1840
2080,680,1720,1520,1840
1520,1400,1180,980,1380
1480,1460,1300,1520,1520
1740,1740,1660,1640,1500
1780,1480,1600,1960,2060
1520,1640,1640,1880,1840
900,1200,1100,1460,1720
1300,1300,1720,1700,1400
1520,1720,1280,1320,1460
1160,1220,2380,1640,1640
1840,1840,1840,1600,1600
560,560,1800,1880,1880
1640,900,800,820,1180
720,680,1440,1520,1520
1880,1960,1640,1560,1400
2980,880,1600,1320,1780
1840,1720,2120,2100,1920
2000,1340,1880,1340,1480
1000,880,1600,1880,1900
1760,1200,1480,940,1240
1320,1120,1520,3140,1580
1760,1460,1020,820,1040
1280,1040,1200,1440,1560
1840,1360,1640,1540,1420
1680,1120,1480,1600,2260
1640,1440,1920,2040,1900
920,1300,920,1220,1540
1280,1420,1520,1700,1440
2020,1680,1080,1280,1280
1460,1260,1280,1280,1480
1680,920,1740,1580,1400
1840,1600,1600,1680,2080
1720,80,2160,1980,1840
800,880,980,1180,1580
1180,600,1720,1160,840
1500,1560,1280,1280,1280
780,480,2560,1800,1620
1920,1840,1840,1600,1600
1600,840,1860,1880,2020
1380,1520,860,840,1180
1320,240,1300,1160,1440
1960,1800,1660,1600,1400
1960,520,1600,1920,2140
1720,1200,1980,2020,1860
1440,680,1940,1500,1460
1300,1200,1520,800,1640
1800,1620,1280,1440,1520
1940,2220,1620,1980,1620
1600,1200,2100,2020,2000
1620,1420,1660,1840,1800
1180,1000,1720,1840,1880
1300,1280,960,800,1460
1280,1280,1480,1520,1560
860,640,1200,1480,1340
1980,1680,1700,1900,1620
1000,1160,1560,1780,1640
1480,1200,1800,1880,1980
1180,1120,1340,1480,1740
1280,1520,1520,1580,1600
1460,460,1480,1460,1340
1780,1240,2300,1940,1660
1500,320,1420,1740,1600
1180,940,1640,1700,1880
1520,1640,1220,1080,960
1400,1340,1280,1280,1320
1660,1480,1780,2100,1840
1900,1660,1840,1620,1600
1160,80,1740,1820,1880
1500,1740,1100,940,1180
1120,0,1440,1560,1540
1960,1640,1640,1520,1420
1480,280,1480,1820,2240
1780,1940,1900,2000,1840
1680,1140,1060,1200,1560
1360,1520,1520,1760,1660
1720,840,1720,1340,1320
2440,1660,2180,1840,1780
1860,420,2140,1680,2100
1640,1880,1960,1920,1840
1640,900,1780,1460,1660
1440,1520,1520,1700,1320
1900,1480,1740,1280,1280
1820,1460,2040,2000,1860
2100,180,1840,1680,1600
1300,1060,1800,1560,1880
1220,1060,1120,1400,1640
1520,1420,1200,1060,1100
1380,1400,1380,1520,1520
1380,1260,1360,1640,1240
1600,1120,2020,2100,1880
1480,1120,1580,1780,1600
1360,680,1720,1660,1880
1160,900,960,1100,1280
1280,1280,1340,1460,1540
1140,880,1700,1480,1540
1740,2120,1600,1900,1920
760,480,1940,2060,1840
1060,1280,1080,1400,1580
1280,940,1520,1680,1680
1700,1760,1460,1480,1320
1400,1360,1840,2180,2060
1480,1740,1860,1920,1840
820,960,1240,1520,1680
1280,1540,1520,1740,1400
1000,440,1480,1440,1440
2260,2100,1700,1980,1640
1360,840,1660,1700,1740
1460,1080,1860,1880,2080
1100,1080,880,1100,1440
1280,1320,1480,1520,1540
1480,980,1640,1680,1380
1600,1340,2140,2400,2080
1880,280,1720,1840,1600
1120,800,1440,1580,1740
1200,1200,1160,1080,2400
980,1400,940,1200,1100
1800,1280,1760,1720,1500
1400,1160,1240,1440,1540
2340,940,1700,1780,1560
1740,1820,1600,1640,2060
1520,1380,1900,2080,1920
820,1480,560,1300,1340
1280,1520,1520,1680,1560
1400,1380,1460,1280,1440
1920,1880,1680,1780,1640
1120,1160,1740,1320,1660
1280,1100,1760,1880,1960
1400,1240,800,800,1160
1420,1740,1420,1440,1520
1400,1520,1860,1760,1640
1840,1840,1600,1660,1920
600,480,1400,1760,2040
1280,1460,800,1020,1140
720,840,1420,1300,1540
1560,1900,1540,1420,1480
1440,920,1540,1440,2040
1560,1640,1880,2060,1900
720,1280,1040,1240,1620
1280,1520,1520,1600,1580
1420,1420,1160,1480,1280
1780,1600,2400,2000,1920
1420,920,1420,1740,1740
1300,1200,1740,1880,2080
1340,1200,800,1220,1380
1400,1280,1400,1480,1520
2040,1420,1640,1900,1480
1660,1440,1600,1660,1960
600,480,1560,2000,1920
860,1400,1040,1300,1420
1240,980,1200,1580,1760
1700,1880,1380,1460,1400
1360,1160,1980,1880,1900
1880,1740,1640,1840,1760
1220,1220,1640,1640,1760
1340,1620,880,920,1200
2240,300,1720,1520,1640
1640,1760,1080,920,1240
1600,1600,1340,1500,1520
2000,2120,1400,1700,1480
1600,1600,2220,2280,1800
1480,1300,1540,1720,1760
1160,920,1460,1500,1680
1420,1460,1640,2500,2480
840,840,1240,1420,1720
1220,800,1340,1020,800
1400,1680,1480,1420,1440
1420,1400,2180,1780,1400
1680,1760,1620,1600,1620
1300,260,2200,1880,1640
1180,1500,840,980,1240
1500,360,1680,1520,1380
1720,2040,1580,1420,1480
1940,460,2540,2560,1920
1880,1720,1640,1720,1820
1120,1240,2340,1660,1800
1720,1760,1580,880,800
1760,1640,1560,1520,1520
2000,2320,1400,1380,1240
1880,560,2180,2280,1960
1880,1640,1720,1840,1800
860,880,1820,1780,2000
1520,1520,1360,1240,800
1240,2220,1480,1380,1500
1180,600,1600,1320,1040
1160,1400,1260,1480,1460
1740,1080,1920,2040,1840
1860,1640,1840,1740,1620
1400,720,1840,2200,1960
1640,1760,920,1020,1180
980,580,1060,1520,1520
1840,1960,1320,1160,1240
1360,460,1880,2420,2160
1880,1880,1720,1760,1680
1500,280,1540,1680,1960
1480,1740,1700,1360,840
1340,0,1720,1400,1520
2060,1620,1700,1620,1160
2080,1300,2060,1520,2300
1340,1660,1300,1420,1240
1680,1520,1600,1760,2200
1680,1440,1220,1660,1820
900,800,1680,1680,1880
1340,640,1640,1260,1100
1360,1780,1240,1380,1440
1580,960,1960,1460,1400
1700,1560,1800,1600,1600
800,800,2000,1940,1880
1520,1440,800,840,1080
1320,840,1240,1500,1440
1900,1240,1360,1160,1100
800,800,1400,1840,2220
2040,2020,1880,1700,1820
840,760,1260,1560,1800
1360,1220,1520,1580,1520
1180,700,1160,1480,1480
1700,1080,2000,1680,1400
1560,240,1400,1600,1600
1620,1200,1960,2060,1880
1680,960,860,1880,1680
1480,1540,1460,1520,1620
2000,840,1240,1480,1240
1340,1480,1600,1780,2200
1640,1100,1880,1640,1640
820,940,1400,1680,2000
1200,0,1760,1000,820
1160,1120,1480,1460,1520
2160,1420,2320,1400,1240
1640,1320,1600,1600,2040
2000,1180,1720,1640,1760
800,1120,1220,1520,1860
1720,560,1520,1520,920
1400,1200,1160,1240,1480
1880,440,2620,2260,1520
1880,1640,1840,1760,1600
2200,1720,1640,1800,1720
800,1860,1360,1800,2120
1820,1320,2060,1880,1720
1340,860,860,1060,2020
1520,1760,860,920,800
560,260,1480,1460,1520
2020,1640,1700,1640,1400
1340,240,1600,1360,1740
1660,1640,2120,1880,1720
1460,960,1260,1660,1960
1420,1520,1520,1740,1520
1480,640,1660,1480,1340
1480,1260,2120,2340,1940
2040,940,2320,1600,1600
1440,1100,1960,1880,2060
900,560,1080,1520,1880
1120,980,1360,1560,1220
2080,1320,1280,1280,1280
2120,1880,1780,1680,1260
1840,1820,2060,2140,2460
1540,1340,1640,1560,2000
1300,1040,1820,1540,1880
320,640,1300,1200,1780
1280,1200,1380,1040,780
1480,1100,1300,1480,1280
2380,2320,1820,1680,1240
1440,1320,1460,1840,2800
1860,1180,1880,1880,2080
400,180,1280,1500,1740
1280,1280,1280,1520,1340
1720,460,1360,1720,1480
2200,1620,2320,1800,1580
1220,240,1900,1580,2260
1600,1580,1960,1880,1880
1160,960,800,840,1260
1480,960,1280,1060,1280
1240,1440,1400,1280,1240
1840,1840,1840,2020,2400
1580,400,2380,1880,2080
940,1100,1220,1480,1860
1440,540,1380,1100,1140
1240,1240,1360,1280,1280
2140,160,2300,1680,1160
2040,1640,1840,1840,2200
1460,760,1880,1880,1880
880,1240,980,1220,1600
1460,720,1440,1460,840
1600,1260,1420,1460,1280
2260,1520,1700,1520,1180
1940,2000,1840,1960,2480
2120,1280,1880,2000,2080
580,880,560,1700,2000
1280,1560,1420,1240,800
1620,1360,1260,1480,1480
2280,1480,2260,2140,1540
1400,1260,1880,1940,1900
1280,1120,1860,1440,1880
920,1220,1240,1060,1880
1340,1640,1380,1280,940
1260,1140,1080,1480,1280
2720,1460,1940,1680,1200
980,1520,1520,2020,2260
1360,1440,1960,1880,1880
1160,920,560,1440,1700
1360,1260,1500,1340,780
1400,580,1160,1720,1280
2180,1980,1840,1680,1280
1360,240,1800,1720,1980
1280,1060,1960,1880,1880
1260,1020,880,800,760
1360,1360,1280,1300,1520
1740,900,1460,1620,1260
1680,1680,1960,2300,2540
2000,240,2120,1980,2080
640,800,1440,1680,2100
1500,1200,1520,560,620
1440,1360,1460,1280,1280
2520,100,1960,1680,1180
2060,1760,1840,1860,2420
3400,360,1960,1840,1980
1480,1480,1880,1540,1840
1180,700,1680,2000,1980
1180,1280,800,620,1080
1240,1220,1280,1280,1300
1120,1740,1380,1560,1240
1840,1480,1840,1920,2160
580,780,600,1880,2080
1800,1860,2080,2000,1840
1100,540,1740,1660,2100
1460,1520,1060,700,780
1560,140,1480,1380,1360
1840,1720,1280,1160,1300
1580,440,2720,1860,1840
1920,1900,1880,2100,2300
1960,3140,1880,1920,2000
1300,840,1080,2140,2320
1620,1620,1880,1880,1940
680,680,920,1380,1640
1280,1280,1280,1420,1220
1200,820,840,1580,1480
1840,1360,2620,2360,1920
1360,240,1820,1840,2060
920,640,1600,1680,2020
1400,1200,1340,1460,680
1240,1240,1480,1380,1280
2020,1220,2020,2080,1580
1800,2080,2080,1840,1840
1300,320,1960,1780,2120
1460,1520,880,560,780
720,220,860,1440,1280
2640,2080,1520,1480,1160
1320,480,1500,2100,2180
1640,1600,1880,1880,1880
1000,660,1080,1360,1760
1300,1280,1280,1420,1180
1560,640,1240,1500,1440
1620,1520,2520,2480,2280
1560,0,1980,2000,1840
880,840,1700,1980,2120
1240,800,1240,560,800
1240,1240,1440,1280,1280
1860,1880,1680,1540,1160
1840,1660,1840,2120,2460
1940,80,2200,1940,2080
560,880,1140,1420,1740
940,680,1280,1320,1040
1900,1840,1160,1280,1480
2160,380,2820,1760,1840
1840,1760,2080,1860,1840
1280,1080,1960,2200,1880
1420,1320,600,560,940
1520,520,1560,1280,1280
2060,2240,1620,1740,1300
2180,300,2460,2280,1700
1880,1800,2080,1960,1840
1480,620,1840,1720,1960
1440,1520,560,1180,1580
1480,620,1280,1340,1160
1900,1600,1260,1160,1260
1840,2060,2340,2540,2320
1040,980,1620,1320,1160
1900,1580,1840,1920,2200
1320,240,1900,1940,1880
1100,1600,580,980,1300
1260,960,1280,1280,1320
2080,2020,1540,1500,1220
1560,1300,1400,2220,2280
1600,1300,1880,1880,1880
880,900,980,1200,1620
1280,1160,1280,1280,1360
2000,1040,1220,1760,1460
1820,1840,2340,2480,2140
1660,240,1780,1780,2000
560,860,1540,1680,1820
1280,720,1020,980,920
1700,1540,1240,1380,1280
1660,1140,1900,2000,1980
1900,1740,1840,1840,1940
1300,660,2200,1880,1880
1040,1360,560,780,1280
1260,1100,1200,1520,1500
2080,2000,1620,1460,1520
1000,0,1860,2560,2300
1600,1600,1780,1840,2080
1260,320,1400,1680,1780
1280,1420,1360,1060,640
1340,540,1620,1280,1280
2100,2300,2080,1680,1520
1600,760,1840,1860,2200
1360,1160,1740,1600,1880
1240,880,1640,1560,1680
1280,1240,1400,1120,820
2120,1140,1580,1760,1280
2240,1800,2060,1720,1680
1880,2220,2020,1860,1860
1280,860,1760,1580,1600
1100,760,560,700,1080
1180,1200,1280,1620,1520
2000,1340,1440,1520,1520
1840,1840,1840,2560,2520
1620,1380,1880,1980,2060
560,780,1160,1600,1720
1480,1620,1320,900,560
1560,1600,1440,1760,1380
2300,1420,2320,2040,1740
1760,1560,1880,1900,1840
1220,860,1680,1640,1600
1280,1300,560,900,1060
1480,1080,1280,1280,1340
1880,2020,1680,1440,1560
1840,2200,2320,2620,2200
1360,960,1780,2000,1600
1280,1020,1680,1800,1600
1380,860,780,560,920
1540,1720,1380,1280,1320
1520,1360,1500,1680,1600
1940,1840,1860,1860,2160
560,480,1600,1600,1880
720,1120,980,1420,1680
1200,840,1280,1480,1100
1640,1200,1520,1560,1460
1440,1260,2180,2180,2020
1600,1600,1880,1960,2080
560,620,1320,1680,1880
1280,1520,1280,1140,940
1300,960,1040,1280,1380
2140,2320,1600,1460,1500
1660,1340,1940,2480,2100
1600,1560,1940,1980,1840
1280,580,1760,1720,1600
1360,1280,820,1060,1440
1760,780,1800,1520,700
1760,1600,1440,1440,1460
2120,620,2400,2360,1680
1860,1980,2080,1840,1840
1680,1140,1640,1600,1740
1220,1340,600,860,1160
1740,1700,1280,1280,1280
2160,2340,1680,1660,1460
1980,900,1840,2060,2320
1600,1600,1600,1600,1860
1380,880,1140,1520,1680
1280,1280,1280,1500,1280
2500,540,1980,1700,1280
2360,1520,2260,1920,1680
1960,1460,1860,1840,1940
920,620,1600,1600,1640
1200,860,560,660,1040
1400,1640,1280,1280,1480
2080,1900,1440,1520,1520
1840,1840,1840,2740,2600
1600,1700,1700,1900,2060
560,760,560,1680,1720
1280,1400,1280,1200,740
1680,1360,1760,1280,1280
2180,1900,1700,1680,1500
1600,1120,1740,1940,2240
1560,1600,1600,1600,1840
660,600,800,1080,1400
1300,1140,1280,1380,1420
1160,1040,880,1540,1760
1840,1860,2460,2300,1860
960,960,1840,2080,1840
1280,700,1680,1720,1820
1460,1000,1040,620,920
1580,1940,1420,1280,1280
2200,1440,1680,1720,1520
1840,1280,2520,2220,2180
780,240,1700,2040,1840
880,640,1500,1680,1840
1280,960,1080,820,780
1440,1260,1580,1460,1280
2120,960,2160,2000,1880
1880,2080,2080,1840,1840
1180,320,1780,1840,1660
1260,1500,560,620,700
980,780,1220,1420,1280
2360,2400,1800,1600,1440
1320,0,1160,2340,2460
1660,1200,1660,1720,2060
1240,640,1160,1680,1720
1280,1220,1400,1200,720
1660,320,1580,1560,1280
2480,2020,2060,1900,1680
2080,0,2080,2020,2720
1600,1440,1880,1880,2060
1280,1020,1860,1680,1640
1280,1280,1500,1120,1040
1520,1320,1400,1480,1280
2300,1900,1780,1680,1620
1880,1900,1840,2120,2400
1660,1100,1600,1620,2080
940,620,1540,1680,1680
1280,1280,1280,1120,760
1780,680,1560,1560,1280
1840,1720,1780,1840,1680
1900,1140,1980,1840,1900
1280,1040,1360,1560,1960
560,680,840,1220,1540
1040,1040,1380,1360,1220
1740,1720,1520,1700,1320
1720,1480,1900,1720,1700
1880,2060,2360,2620,1820
1620,280,2080,1860,2120
1280,1000,1740,1600,1600
1420,500,560,1040,1380
1460,1340,1280,1280,1420
1840,1840,1680,1720,1480
2380,2100,2720,1900,1680
1940,0,2080,1840,2060
1280,920,1760,1600,1720
1040,640,740,1180,1400
1480,1280,1280,1280,1320
2280,1960,2080,1500,1540
1760,1800,2380,2500,2180
1860,1660,2080,2040,1840
820,760,1640,1520,1700
1440,800,580,660,680
1580,1400,1480,1380,1280
2800,500,1680,1580,1440
2080,1820,1840,2620,2300
1600,1680,1880,1880,1960
640,860,1160,1700,1620
1280,1560,1180,680,560
1440,1120,1260,1480,1280
2140,1960,1680,1520,1500
1360,1640,1640,2380,2660
1600,1660,1920,1980,2020
440,560,1060,1280,1660
1280,1540,1380,980,560
1460,1080,1620,1600,1160
2120,1380,2000,1760,1680
1620,1360,2080,1580,1840
1100,1340,1560,1620,1600
1280,960,620,560,1220
1560,1380,1280,1280,1280
1200,1340,1360,1760,1620
1840,1680,2040,2300,2220
